zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
94043,Communication Services,139995.0,"Alphabet Inc. provides online advertising services in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. The company offers performance and brand advertising services. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, such as ads, Android, Chrome, hardware, Google Maps, Google Play, Search, and YouTube, as well as technical infrastructure; and digital content. The Google Cloud segment offers infrastructure and data analytics platforms, collaboration tools, and other services for enterprise customers. The Other Bets segment sells internet and TV services, as well as licensing and research and development services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650-253-0000,CA,United States,[],http://www.abc.xyz,1,1600 Amphitheatre Parkway,Internet Content & Information,2410.12,2402.72,1808.9487,,0.0,,2419.7,,1356325,,2410.12,2069.1472,,2402.72,,1356325,,,,,,0.995587,,,2384.5,2,USD,31.918575,1648353,,,,1585655185408,,,1599060,8.062025,2384.5,0.0,,1000,1648353,2419.7,25.310896,,,1182.23,0.0,False,,1000,2419.7,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EDT,False,-14400000,EQUITY,GOOG,finmb_29096,us_market,,7.669,,0.26115,23.941,,,94.63,,323580000,,,342.743,2804170,0.0042,,1609372800,0.68801004,51363000320,75.04,,,6.9882383,0.059759997,1672444800,1617148800,1.96,1615766400,605620318,1508318117888,,1430092800,10000000:10000000,,,,1.623,1618444800,1.26,,,3143930,,,,2402.72,https://logo.clearbit.com/abc.xyz,,,,,,ee8cce8c-2475-31c0-8436-ecdf889cbfbd
23230,Consumer Defensive,7100.0,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, oral tobacco products, and wine in the United States. It offers cigarettes primarily under the Marlboro brand; cigars principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. The company also produces and sells varietal and blended table wines, and sparkling wines under the Chateau Ste. Michelle and 14 Hands names; and imports and markets Antinori, Torres, and Villa Maria Estate wines, as well as Champagne Nicolas Feuillatte in the United States. In addition, it provides finance leasing services primarily in transportation, power generation, real estate, and manufacturing equipment industries. The company sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Richmond,804 274 2200,VA,United States,[],http://www.altria.com,1,6601 West Broad Street,Tobacco,47.75,48.07,42.23548,0.071623035,1.4167,,48.63,,8567900,,47.75,47.562122,3.42,48.07,,8567900,,,,3.44,1616544000,0.679536,,,47.75,2,USD,20.75075,7596098,,,,89590423552,,,9442353,4.333273,47.75,0.0,,1400,7596098,52.59,9.911885,,5.57,35.02,0.0,False,0.072,2200,48.63,NYQ,"Altria Group, Inc.","Altria Group, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MO,finmb_53839346,us_market,,5.435,,0.20987,9.456,,,4.88,,1852189952,,,1.573,11747539,0.0063,,1609372800,0.61507,4329999872,2.331,,,30.750158,0.00093000004,1672444800,1617148800,1.17,1615766400,1848528247,112377962496,,860716800,3:1,,,,-0.082,1618444800,2.21,,0.0063,15868398,,,,48.07,https://logo.clearbit.com/altria.com,,,,,,eb0459bf-ce41-3588-8ecf-61fb07987581
98109-5210,Consumer Cyclical,1271000.0,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). It sells merchandise and content purchased for resale from third-party sellers through physical and online stores. The company also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, and Echo and other devices; provides Kindle Direct Publishing, an online service that allows independent authors and publishers to make their books available in the Kindle Store; and develops and produces media content. In addition, it offers programs that enable sellers to sell their products on its websites, as well as its stores; and programs that allow authors, musicians, filmmakers, skill and app developers, and others to publish and sell content. Further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, publishing, and digital content subscriptions. Additionally, it offers Amazon Prime, a membership program, which provides free shipping of various items; access to streaming of movies and TV episodes; and other services. The company serves consumers, sellers, developers, enterprises, and content creators. Amazon.com, Inc. was founded in 1994 and is headquartered in Seattle, Washington.",Seattle,206-266-1000,WA,United States,[],http://www.amazon.com,1,410 Terry Avenue North,Internet Retail,3467.42,3484.73,3173.573,,0.0,,3486.645,,2779450,,3467.42,3108.2378,,3484.73,,2779450,,,,,,1.123,,,3372.7012,2,USD,64.42848,5779900,,,,1707187109888,,,3625571,4.0731683,3372.7012,0.0,,1000,5779900,3552.25,47.744114,,,1997.62,0.0,False,,900,3486.645,NMS,"Amazon.com, Inc.","Amazon.com, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AMZN,finmb_18749,us_market,,4.24,,0.06419,31.081,,,70.93,,504116992,,,205.0,5755866,0.0114,,1609372800,0.58921003,26902999040,52.562,,,16.519463,0.14068,1672444800,1617148800,1.79,1615766400,450149280,1776951230464,,936230400,2:1,,,,2.198,1618444800,1.64,,0.013300001,4680520,,,,3484.73,https://logo.clearbit.com/amazon.com,,,,,,261fd26b-0151-3813-b0d0-97e4ed4c6505
8050,Consumer Cyclical,47000.0,"Amcor plc develops, manufactures, and sells various packaging products for food, beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries worldwide. It operates through two segments, Flexibles and Rigid Packaging. The company provides flexible packaging products, rigid packaging containers, specialty cartons, and closures. The company is headquartered in ZÃ¼rich, Switzerland.",Zurich,41 44 316 1717,,Switzerland,[],http://www.amcor.com,1,Thurgauerstrasse 34,Packaging & Containers,11.75,11.75,11.3699255,0.04,0.94,,11.91,,6164600,,11.75,11.508182,0.47,11.75,,6164600,,,,0.47,1614038400,0.448504,,,11.725,2,USD,37.667732,7715283,,,,18415745024,,,6912996,1.4752069,11.725,0.0,,4000,7715283,12.4,17.338236,,,8.08,0.0,False,0.0395,3100,11.91,NYQ,Amcor plc,Amcor plc,America/New_York,EDT,False,-14400000,EQUITY,AMCR,finmb_401715,us_market,,1.965,,0.06226,12.62,,,0.68,,1561980032,,,3.331,44243452,0.028299998,,1593475200,0.38039002,776499968,0.313,,,3.5394776,0.00215,1656547200,1609372800,6.39,1615766400,1552182224,24531361792,,,,,,,0.177,1618444800,2.12,,0.028399998,42051538,,,,11.75,https://logo.clearbit.com/amcor.com,,,,,,a664bbf5-809e-3649-bcb0-d71c5bb3a910
63103,Utilities,9183.0,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.",Saint Louis,314 621 3222,MO,United States,[],http://www.ameren.com,1,1901 Chouteau Avenue,Utilities—Regulated Electric,84.84,84.94,77.60578,0.023573788,0.5714,,85.78,,1120050,,84.84,75.954544,2,84.94,,1120050,,,,2.2,1615248000,0.261445,,,84.62,2,USD,24.33143,1156681,,,,21750716416,,,1685846,3.9261222,84.62,85.74,,800,1156681,86.9,21.131514,,2.84,66.33,84.87,False,0.025899999,900,85.78,NYQ,Ameren Corporation,Ameren Corporation,America/New_York,EDT,True,-14400000,EQUITY,AEE,finmb_373264,us_market,,6.013,,0.15722,13.453,,,4.03,,255410000,,,35.286,3527032,0.0138,,1609372800,0.76945,871000000,3.5,,,2.4134219,0.00445,1672444800,1609372800,2.53,1615766400,251832441,33309646848,,,,,,,0.223,1618444800,2.99,,0.0182,4190126,,,,84.94,https://logo.clearbit.com/ameren.com,,,,,,cddf641c-bbf4-38c5-85fd-deeb9482fea8
76155,Industrials,113200.0,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2020, it operated a mainline fleet of 855 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",Fort Worth,817 963 1234,TX,United States,[],http://www.aa.com,1,1 Skyview Drive,Airlines,21.72,21.87,16.282593,0,0.0,,22.01,,31551125,,21.72,22.018484,0,21.87,,31551125,,,,,1580774400,1.931053,,,21.4,2,USD,,27606107,,,,14078356480,,,55235246,1.0972998,21.4,0.0,,21500,27606107,26.09,-121.94444,,,8.25,0.0,False,,1400,22.01,NMS,"American Airlines Group, Inc.",American Airlines Group Inc.,America/New_York,EDT,True,-14400000,EQUITY,AAL,finmb_168569,us_market,,3.735,,-0.61528,-4.452,,,-0.18,,641382976,,,-12.387,86313185,0.1346,,1609372800,0.52777,-7894000128,-14.725,,,,0.01036,1672444800,1617148800,2.15,1615766400,636425231,47915839488,,1386547200,0:1,,,,,1618444800,0.06,,0.17870001,73850983,,,,21.87,https://logo.clearbit.com/aa.com,,,,,,b73d98bf-8d5e-382f-9d49-b84d8f52f152
43215-2373,Utilities,16787.0,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, nuclear, and hydroelectric, as well as solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company owns, leases, or controls approximately 3,016 railcars, 411 barges, 6 towboats, and a coal handling terminal with approximately 18 million tons of annual capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",Columbus,614-716-1000,OH,United States,[],http://www.aep.com,1,1 Riverside Plaza,Utilities—Regulated Electric,88.71,89.07,83.542145,0.03246534,0.6302,,89.49,,2606650,,88.71,80.79576,2.88,89.07,,2606650,,,,2.96,1620345600,0.246552,,,88.46,2,USD,19.404814,2070965,,,,44317831168,,,3219285,2.8680782,88.46,0.0,,1000,2070965,94.21,17.807228,,3.3,74.8,0.0,False,0.0334,800,89.49,NMS,American Electric Power Company,"American Electric Power Company, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AEP,finmb_135470,us_market,,5.205,,0.14755,13.954,,,4.98,,499750016,,,42.009,11686783,0.0234,,1609372800,0.74584,2279899904,4.57,,,2.1109762,0.00025,1672444800,1617148800,3.78,1615766400,499145702,80427859968,,,,,,,0.161,1618444800,3.21,,0.0234,8779629,,,,89.07,https://logo.clearbit.com/aep.com,,,,,,31a5c29e-9305-3849-a05f-4a7df17372c6
10285,Financial Services,63700.0,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",New York,212 640 2000,NY,United States,[],http://www.americanexpress.com,1,200 Vesey Street,Credit Services,153.35,154.59,119.827484,0.011216172,0.282,,156.05,,2460400,,153.35,140.73091,1.72,154.59,,2460400,,,,1.72,1617148800,1.28075,,,154.01,2,USD,25.37289,2726179,,,,124351299584,,,3806793,3.7223127,154.01,0.0,,1100,2726179,156.05,17.010988,,1.49,76.0,0.0,False,0.0112,1800,156.05,NYQ,American Express Company,American Express Company,America/New_York,EDT,True,-14400000,EQUITY,AXP,finmb_92001,us_market,,3.801,,0.14976,,,,9.1,,803302976,,,30.447,6498564,0.0081,,1609372800,0.86521006,4909000192,6.101,,,5.0842447,0.00112,1672444800,1617148800,2.31,1615766400,650627118,126976491520,,1128297600,10000:8753,,,,5.09,1618444800,0.92,,0.01,8665305,,,,154.59,https://logo.clearbit.com/americanexpress.com,,,,,,3b2d1661-0aa2-3fea-bdbf-6a46a3a4a87c
10038,Financial Services,45000.0,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is headquartered in New York, New York.",New York,212 770 7000,NY,United States,[],http://www.aig.com,1,175 Water Street,Insurance—Diversified,48.45,48.98,38.381554,0.026418988,,,49.46,,3950275,,48.45,45.927574,1.28,48.98,,3950275,,,,1.28,1615766400,1.378378,,,48.65,2,USD,,2585587,,,,42298023936,,,4760793,0.9760257,48.65,0.0,,1000,2585587,49.46,9.751491,,2.69,22.14,0.0,False,0.026400002,1200,49.46,NYQ,"American International Group, I","American International Group, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AIG,finmb_250388,us_market,,1.406,,-0.13716,8.889,,,5.03,,862345024,,,76.463,8397168,0.0097,,1609372800,0.93114996,-5976999936,-6.875,,,0.64148676,0.0011100001,1672444800,1609372800,2.09,1615766400,863484835,60949106688,,1246406400,1:20,,,,,1618444800,0.63,,0.0097,9753902,,,,48.98,https://logo.clearbit.com/aig.com,,,,,,00364109-56c8-328a-a91c-6092045edb5f
02116,Real Estate,5618.0,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 181,000 communications sites.",Boston,617-375-7500,MA,United States,[],http://www.americantower.com,1,116 Huntington Avenue,REIT—Specialty,254.77,253.95,228.62407,0.01840876,1.051,,254.11,,1934725,,254.77,221.12334,4.69,253.95,,1934725,,,,4.96,1618185600,0.204633,,,252.15,2,USD,58.566124,1717307,,,,112275652608,,,2358271,13.68064,252.15,0.0,,800,1717307,272.2,45.81125,,1.8,197.5,0.0,False,0.0195,900,254.11,NYQ,American Tower Corporation (REI,American Tower Corporation (REIT),America/New_York,EDT,True,-14400000,EQUITY,AMT,finmb_24766,us_market,,18.128,,0.23402001,28.57,,,5.51,,444796992,,,8.731,2736072,0.0062,,1609372800,0.93697,1920600064,4.31,,,28.910778,0.00291,1672444800,1617148800,1.3,1615766400,443400731,148771340288,,,,,,,0.554,1618444800,2.71,,0.0070999996,3602639,,,,253.95,https://logo.clearbit.com/americantower.com,11th Floor,617-375-7575,,,,93037c7a-3d3b-3a0c-bac0-a08bc747c258
08102-1658,Utilities,7000.0,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,700 communities in 16 states serving approximately 3.5 million active customers. The company serves residential customers; commercial customers, such as food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides various warranty protection programs to residential customers; and water and wastewater services on various military installations. In addition, the company undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. It operates approximately 79 surface water treatment plants; 530 groundwater treatment plants; 150 wastewater treatment plants; 53,200 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,600 water and wastewater pumping stations; 1,300 treated water storage facilities; and 75 dams. The company serves approximately 15 million people with drinking water, wastewater, and other water-related services in 46 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",Camden,856 955 4001,NJ,United States,[],http://www.amwater.com,1,1 Water Street,Utilities—Regulated Water,155.99,156.16,152.004,0.013782935,0.5499,,156.81,,946400,,155.99,144.41545,2.15,156.16,,946400,,,,2.41,1620604800,0.198565,,,154.74,2,USD,39.76982,568654,,,,28218120192,,,1125725,7.4710407,154.74,0.0,,800,568654,172.56,33.731018,,1.75,112.5,0.0,False,0.0154,1100,156.81,NYQ,"American Water Works Company, I","American Water Works Company, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AWK,finmb_250885,us_market,,10.268,,0.18771,20.401,,,4.61,,181467008,,,35.599,1910917,0.0105,,1609372800,0.86997,709000000,3.91,,,4.3681,0.00224,1672444800,1609372800,1.88,1615766400,181023759,38782709760,,838339200,2:1,,,,0.48,1618444800,4.32,,0.0119,1585632,,,,156.16,https://logo.clearbit.com/amwater.com,,,,,,00dbc48a-a9a9-3544-b52e-fb89b6ae601a
55474,Financial Services,12300.0,"Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. Ameriprise Financial, Inc. was founded in 1894 and is headquartered in Minneapolis, Minnesota.",Minneapolis,612 671 2052,MN,United States,[],http://www.ameriprise.com,1,55 Ameriprise Financial Center,Asset Management,258.4,261.23,194.29778,0.016099071,,,261.74,,514100,,258.4,225.56909,4.16,261.23,,514100,,,,4.52,1620345600,1.687258,,,256.93,2,USD,,551058,,,,29910601728,,,769243,2.4343293,256.93,259.24,,800,551058,261.74,11.439663,,2.5,100.11,259.13,False,0.0175,1200,261.74,NYQ,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AMP,finmb_4165019,us_market,,2.433,,-0.00529,27.255,,,22.54,,116000000,,,47.431,2308479,0.0198,,1609372800,0.85033995,-65000000,-0.532,,,5.4363184,0.00213,1672444800,1617148800,2.95,1615766400,115649680,29892399104,,,,,,,-0.785,1618444800,0.76,,0.0225,2459898,,,,261.23,https://logo.clearbit.com/ameriprise.com,,,,,,9c37cba6-d890-3746-852b-1fb10c11ab1b
19087-5594,Healthcare,22000.0,"AmerisourceBergen Corporation sources and distributes pharmaceutical products in the United States and internationally. Its Pharmaceutical Distribution segment distributes brand-name and generic pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, outsourced compounded sterile preparations, and related services to various healthcare providers, including acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and other alternate site pharmacies, and other customers. It also provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; and packaging solutions to various institutional and retail healthcare providers. In addition, this segment distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; provides other services primarily to physicians who specialize in various disease states, primarily oncology, as well as to other healthcare providers, including hospitals and dialysis clinics; and offers data analytics, outcomes research, and additional services for biotechnology and pharmaceutical manufacturers. The company's Other segment provides integrated manufacturer services, such as clinical trial support, product post-approval, and commercialization support; offers specialty transportation and logistics services for the biopharmaceutical industry; and sells pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and various other products to customers in both the companion animal and production animal markets, as well as provides demand-creating sales force services to manufacturers. AmerisourceBergen Corporation was founded in 1985 and is headquartered in Chesterbrook, Pennsylvania.",Chesterbrook,610 727 7000,PA,United States,[],http://www.amerisourcebergen.com,1,1300 Morris Drive,Medical Distribution,120.8,121.52,103.58363,0.014072848,,,124.28,,989950,,120.8,110.28485,1.7,121.52,,989950,,,,1.76,1613001600,0.537231,,,121.25,2,USD,,1302544,,,,25340555264,,,1199876,0.130255,121.25,123.84,,1000,1302544,124.28,13.455435,,1.74,81.51,121.2,False,0.0146,800,124.28,NYQ,AmerisourceBergen Corporation,AmerisourceBergen Corporation,America/New_York,EDT,True,-14400000,EQUITY,ABC,finmb_24809,us_market,,0.127,,-0.01656,9.286,,,9.2,,204706000,,,-3.406,2961361,0.0145000005,,1601424000,0.66644996,-3221510912,-15.76,,,,0.27991,1664496000,1609372800,3.06,1615766400,147345440,24611883008,,1245110400,2:1,,,,0.998,1618444800,1.52,,0.0201,2888555,,,,121.52,https://logo.clearbit.com/amerisourcebergen.com,,800 640 5221,,,,902fbdd2-b1df-3c4f-b0b4-a5d23525e932
19312-1177,Industrials,16500.0,"AMETEK, Inc. manufactures and sells electronic instruments and electromechanical devices worldwide. It operates in two segments, Electronic Instruments (EIG) and Electromechanical (EMG). The company's EIG segment offers advanced instruments for the process, aerospace, power, and industrial markets; process and analytical instruments for the oil and gas, petrochemical, pharmaceutical, semiconductor, automation, and food and beverage industries; and instruments to the laboratory equipment, ultra-precision manufacturing, medical, and test and measurement markets. This segment also provides power quality monitoring and metering devices, uninterruptible power supplies, programmable power equipment, electromagnetic compatibility test equipment, sensors for gas turbines, dashboard instruments for heavy trucks and other vehicles, and instrumentation and controls for the food and beverage industries; and aircraft and engine sensors, monitoring systems, power supplies, fuel and fluid measurement systems, and data acquisition units for the aerospace industry. Its EMG segment offers engineered electrical connectors and electronics packaging for protecting sensitive electronic devices; precision motion control products for data storage, medical devices, business equipment, automation and other applications; high-purity powdered metals, strip and foil, specialty clad metals, and metal matrix composites; motor-blower systems and heat exchangers for use in thermal management, military, commercial aircraft, and military ground vehicles; and motors for use in commercial appliances, fitness equipment, food and beverage machines, hydraulic pumps, and industrial blowers. This segment also operates a network of aviation maintenance, repair, and overhaul facilities. In addition, the company offers clinical and education communication solutions for healthcare facilities and educational institutions. AMETEK, Inc. was incorporated in 1930 and is headquartered in Berwyn, Pennsylvania.",Berwyn,610 647 2121,PA,United States,[],http://www.ametek.com,1,1100 Cassatt Road,Specialty Industrial Machinery,134.93,136.1,115.41896,0.0053361007,0.191,,136.08,,1078900,,134.93,122.46212,0.72,136.1,,1078900,,,,0.8,1615507200,1.348041,,,133.905,2,USD,35.625996,1104216,,,,30998747136,,,1042978,6.827874,133.905,134.25,,1100,1104216,136.08,28.576597,,0.64,73.11,0.0,False,0.0058999998,800,136.08,NYQ,"AMETEK, Inc.","AMETEK, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AME,finmb_31860,us_market,,7.155,,0.19216,24.904,,,4.7,,230800000,,,25.808,1431429,0.0062,,1609372800,0.88761,872438976,3.77,,,5.2042003,0.00426,1672444800,1609372800,1.41,1615766400,229466407,32484009984,,1341187200,3:2,,,,0.001,1618444800,-26.04,,0.0069999998,1840861,,,,136.1,https://logo.clearbit.com/ametek.com,,,,,,51e0f2d7-4a9b-3046-bc65-f01426903258
